guid,sentence,translation,freq ranks,audio,tags
rlz@MrHLK=,Jeg har boet her i lang tid.,I have lived here a long time.,[ 11 6 459 50 4 271 153 ], [sound:googletts-4df7abcf-515a2bdb-1c135650-e9d6c0b4-01f99e13.mp3],CardType::Sentence
l@ferzZC@7,Han bliver let træt.,He gets tired easily.,[ 23 86 219 432 ], [sound:googletts-209db750-12ca6479-30255421-7e59ce1e-fcce2d91.mp3],CardType::Sentence
yk`|[IDSF:,"Da jeg kom hjem, opdagede jeg at jeg havde mistet min pengepung.","When I got home, I noticed that I had lost my wallet.",[ 95 11 96 311 583 11 3 11 60 248 25 ], [sound:googletts-743db036-49d7ba52-d1c3a31c-220e8c99-15b48b11.mp3],CardType::Sentence
MB$~3DH}TJ,"Da jeg kom hjem, opdagede jeg at jeg havde mistet min tegnebog.","When I got home, I noticed that I had lost my wallet.",[ 95 11 96 311 583 11 3 11 60 248 25 ], [sound:googletts-2e981f9f-06728a0f-bde10638-aa5945e7-e9cc886d.mp3],CardType::Sentence
"BR<F/!;l,M",Tom forelskede sig i Mary den første gang han så hende.,Tom fell in love with Mary the first time he saw her.,[ 80 882 48 4 75 24 129 113 23 21 91 ], [sound:googletts-1df53cbc-68852009-9c7745e5-f9f9961f-65ce2bde.mp3],CardType::Sentence
qovfT&nah^,Hvis værelse er dette?,Whose room is this?,[ 185 422 1 63 ], [sound:googletts-8e1396b1-5b83af4b-d8c79d3d-13074728-2c772564.mp3],CardType::Sentence
gT=pDZ32b0,Tom kan ikke arbejde i denne uge.,Tom is unable to work this week.,[ 80 13 5 210 4 52 517 ], [sound:googletts-003f110a-41e3f9b0-713f7fb8-16bf0e21-2332a7ff.mp3],CardType::Sentence
M6F18=@r7j,Hun døde efter at hun havde været syg i lang tid.,She died after she had been ill for a long time.,[ 39 203 105 3 39 60 114 747 4 271 153 ], [sound:googletts-fd0ee53b-0c54be81-84c77e06-76beb7dc-aec95e8f.mp3],CardType::Sentence
u8wvlZ#9!;,Jeg hjalp dem i går.,I helped them yesterday.,[ 11 434 171 4 43 ], [sound:googletts-bb73c4db-7c1c8dff-e32e528d-ba08c49d-05e033f7.mp3],CardType::Sentence
dEBvZ7?fWK,Det er ikke hvad jeg hører.,That's not what I hear.,[ 12 1 5 38 11 503 ], [sound:googletts-a07cd0e5-9120719f-66113f05-6a4efe7b-6635e977.mp3],CardType::Sentence
OTSYcD3]nu,"Lige meget hvor meget jeg prøver, så kan jeg ikke huske hendes adresse.",I can't remember her address no matter how much I try.,[ 111 29 93 29 11 658 21 13 11 5 329 ], [sound:googletts-337bc5c9-006f7095-da8c85aa-7d684444-b7937139.mp3],CardType::Sentence
Q.0iX-U+zM,Jeg har ikke en søn der hedder Tom.,I don't have a son named Tom.,[ 11 6 5 2 387 28 385 80 ], [sound:googletts-cd942c83-4f118219-380e4d13-08eb8fac-57339e92.mp3],CardType::Sentence
zc2e1HXQMb,Mary studerer nu på sit værelse.,Mary is now studying in her room.,[ 75 370 160 9 108 422 ], [sound:googletts-7bf38a6b-cc2903b4-338e39ca-f4411764-92262e5e.mp3],CardType::Sentence
hsTB+YX{}r,"Dette er den bedste bog, jeg nogensinde har læst.",This is the best book that I've ever read.,[ 63 1 24 199 140 11 163 6 685 ], [sound:googletts-186c57a4-23a7dec8-335ce569-1236cf0f-2463c0d7.mp3],CardType::Sentence
ss8PCQo#2$,Du ved ikke engang hvem din far er.,You don't even know who your father is.,[ 7 26 5 558 218 30 142 1 ], [sound:googletts-f282ca72-11c78703-6c84bf67-1f8f8745-c6bc14b4.mp3],CardType::Sentence
I*;3rp|Oka,Hvorfor skete det her?,Why did this happen?,[ 333 277 12 50 ], [sound:googletts-76b76f1a-17d9411a-8ffcaac9-365db0af-8bfe3526.mp3],CardType::Sentence
ZZ3sG2IMN,Tom var ikke i stand til at svømme.,Tom couldn't swim.,[ 80 18 5 4 347 8 3 423 ], [sound:googletts-5e4a8b83-a603aeb6-ef699d47-6e886377-cff111c2.mp3],CardType::Sentence
mOldab6RWr,Hvad ville din far tænke?,What would your father think?,[ 38 65 30 142 497 ], [sound:googletts-683a8ed0-682df3f8-c8ff0ef7-f48eefce-1bb02068.mp3],CardType::Sentence
E2R;L*YrcD,Tom er Marys far.,Tom is Mary's father.,[ 80 1 440 142 ], [sound:googletts-5a1645ad-a5704679-0c632fcb-da8f1d34-63918617.mp3],CardType::Sentence
byRnbz!Xur,Jeg kører med Tom.,I'll ride with Tom.,[ 11 402 17 80 ], [sound:googletts-49e5d7ae-10ae2ad7-5299248a-8eec96d9-f6b06c0d.mp3],CardType::Sentence
zoVb@aqyj],Hun lagde sit tøj væk.,She put away her clothes.,[ 39 289 108 365 425 ], [sound:googletts-6787d42f-b26884aa-725ae346-beb99b29-d7e4ca5b.mp3],CardType::Sentence
y=x`@!PR?},Tom ser træt ud.,Tom looks tired.,[ 80 59 432 58 ], [sound:googletts-bda14a18-5dfbabb0-afeefb45-33ec0236-f2c5b3a4.mp3],CardType::Sentence
Ho%APf@1$!,Jeg kunne lide denne film.,I liked this film.,[ 11 42 33 52 464 ], [sound:googletts-deec0984-913f7f71-9433510a-3a48f24c-8c4566a9.mp3],CardType::Sentence
OzX>`(Mn{H,I må lære af jeres fejl.,You must learn from mistakes.,[ 4 102 121 14 235 504 ], [sound:googletts-9255d0b9-186cab12-787e1707-22f50343-283c8e26.mp3],CardType::Sentence
w:{kW)FK$5,Disse sko er hendes.,These shoes are hers.,[ 200 451 1 97 ], [sound:googletts-b3486764-6138687b-c5827ebb-9ee131ab-e739048c.mp3],CardType::Sentence
MvrBWfGPCO,Men hun holdt af børn og nød sit arbejde.,But she liked children and she enjoyed her work.,[ 45 39 206 14 240 16 643 108 210 ], [sound:googletts-fe4fcd80-f1184bb2-d5cb6743-5ed27b3e-104d8ba9.mp3],CardType::Sentence
t*;u(QuP$<,Jeg kan ikke kysse dig nu.,I can't kiss you now.,[ 11 13 5 493 31 160 ], [sound:googletts-1924f3ed-ac70e8ac-3b6f7948-95adc262-c432e179.mp3],CardType::Sentence
"Ap):?r,?5Y",Jeg giftede mig ikke med hende fordi jeg elskede hende.,I didn't marry her because I loved her.,[ 11 520 19 5 17 91 168 11 407 91 ], [sound:googletts-285f445f-cfade7eb-78ebe323-5a4d728a-f607643d.mp3],CardType::Sentence
qt7LOXr=s`,Hvor røg du dem?,Where did you smoke them?,[ 93 460 7 171 ], [sound:googletts-3d4157e6-a51c3467-21371165-85bbb311-e42f507c.mp3],CardType::Sentence
QU7mM_K>t1,Jeg studerer engelsk.,I'm studying English.,[ 11 370 276 ], [sound:googletts-3c1791cd-33e71ae2-b9ab774e-b62da42a-b9adb5c6.mp3],CardType::Sentence
I{]zi=xbZO,Jeg bor alene i dette hus.,I live in this house by myself.,[ 11 67 483 4 63 214 ], [sound:googletts-5b091a1e-57fd9f5f-6f018339-f8487595-2f75f789.mp3],CardType::Sentence
q%9yaq:@jb,Hvorfor tager vi ikke hen og ser en film?,Why don't we go and see a movie?,[ 333 66 46 5 237 16 59 2 464 ], [sound:googletts-8e9ea268-e5c2d335-da01f3f8-ee9f9f0e-3896c55b.mp3],CardType::Sentence
lQCFlvvMtU,Jeg glemte hans navn.,I forgot his name.,[ 11 435 72 204 ], [sound:googletts-9378ad9b-ee5b3abf-15263b02-cb640ca1-249b06f9.mp3],CardType::Sentence
h539V%[n!G,Det er sort tale.,It is unintelligible speech.,[ 12 1 397 64 ], [sound:googletts-c8553322-31ea4a17-f1111697-0f0e5b61-e0c2510d.mp3],CardType::Sentence
o3BzvmABRx,"Hvis du ikke ved hvad ordet betyder, så slå det op i ordbogen.","If you don't know what the word means, look it up in the dictionary.",[ 185 7 5 26 38 474 306 21 342 12 68 ], [sound:googletts-ac951c8e-f130765e-27ecb2dd-44256883-ef4be06b.mp3],CardType::Sentence
"B|}K,Kq,>y",Jeg kan bedre lide kaffe end sort te.,I like coffee better than black tea.,[ 11 13 172 33 221 34 397 424 ], [sound:googletts-bb3b0423-566748a2-b633c2dc-a835ea29-eff136f9.mp3],CardType::Sentence
xj`|@>CM|u,Hvor sover katten?,Where is the cat sleeping?,[ 93 389 429 ], [sound:googletts-ac140618-932f06ce-4a2ec90b-8da3fbbd-29f543a5.mp3],CardType::Sentence
cw_Z=@v83i,Hvorfor ikke begge?,Why not both?,[ 333 5 309 ], [sound:googletts-5247126e-053e949c-6891390c-ca6c6ef5-162eec0d.mp3],CardType::Sentence
mx[Q=0k118,"Jeg er ked af det, men du kan ikke gifte dig med Susan.","I'm sorry, but you can't marry Susan.",[ 11 1 392 14 12 45 7 13 5 584 31 ], [sound:googletts-a36fd116-cbcfc342-93e2e7a8-e3d10208-db36ca4b.mp3],CardType::Sentence
kE~|#d;zC=,Jeg så ikke hvem der kørte.,I didn't see who was driving.,[ 11 21 5 218 28 448 ], [sound:googletts-374219c1-33dec341-ee2935bb-8ddacb0d-5a3bde7e.mp3],CardType::Sentence
n66F~q>GKV,Tom er meget interesseret i fransk.,Tom is very interested in French.,[ 80 1 29 550 4 100 ], [sound:googletts-010fa4b2-07548099-ec15c576-4939b6c1-7f048f3a.mp3],CardType::Sentence
"I8R@kE,*+w","Hun var forelsket i mig, men jeg var ikke forelsket i hende.","She was in love with me, but I wasn't in love with her.",[ 39 18 492 4 19 45 11 18 5 492 4 ], [sound:googletts-1cccd042-52d64bdb-2a6cd616-568092fc-830b384e.mp3],CardType::Sentence
NBVrL*4:T;,Jeg købte en masse bøger.,I have bought a lot of books.,[ 11 106 2 410 257 ], [sound:googletts-34ec358a-0b95f3c8-15562a05-a981d36a-d2c4d3c8.mp3],CardType::Sentence
mWdY.STSn:,"Hvis du har brug for en paraply, kan jeg låne dig en.","If you need an umbrella, I can lend you one.",[ 185 7 6 109 10 2 553 13 11 400 31 ], [sound:googletts-51928504-86079afc-05753917-d96cdb9f-395585bb.mp3],CardType::Sentence
g0pf]?NMHH,Vil du låne mig din cykel?,Will you lend me your bicycle?,[ 20 7 400 19 30 273 ], [sound:googletts-868f392e-d4ee1c3a-14b99c64-13d2937c-da894a4f.mp3],CardType::Sentence
wAHs@tDMkU,Jeg er ikke et barn.,I'm not a child.,[ 11 1 5 15 449 ], [sound:googletts-3ddc4cbc-bb02d9b0-92fd5323-0dab7b72-a6e52c4c.mp3],CardType::Sentence
tP!W*[Zk]T,Du er smuk.,You're beautiful.,[ 7 1 322 ], [sound:googletts-7cf9b8ff-08f0356f-6bbef2a8-d8f2ca7a-ac47f494.mp3],CardType::Sentence
qK7o;9iyL:,Der er ikke nok vand.,There’s not enough water.,[ 28 1 5 258 354 ], [sound:googletts-a7c0de90-326def97-9b718a51-fca523e3-eef07ba3.mp3],CardType::Sentence
F@5p4w#~]<,Han læser en bog på sit værelse.,He is reading a book in his room.,[ 23 384 2 140 9 108 422 ], [sound:googletts-1f45e23c-aee70711-73883bb0-2d0ffe5e-ba755aec.mp3],CardType::Sentence
ybYTn6bU.h,Han lever ikke længe.,He won't live long.,[ 23 330 5 264 ], [sound:googletts-79e6fec3-7aca72c1-c4f3a550-bbdaec1d-e88b02c6.mp3],CardType::Sentence
sy%s}{zaI~,Tom kan endnu ikke svømme.,Tom is not yet able to swim.,[ 80 13 232 5 423 ], [sound:googletts-aea9cbd6-3a61ff1c-91c03c07-418dac9c-cd5a747f.mp3],CardType::Sentence
Jkm/|Hc#gh,Du bør gå tidligt hjem.,You had best go home early.,[ 7 296 77 404 311 ], [sound:googletts-79005fd3-c5b5a991-a1d5a40e-6aac9693-69005c05.mp3],CardType::Sentence
bL8)k+%J`b,Jeg elsker mine forældre.,I love my parents.,[ 11 57 81 428 ], [sound:googletts-a24ccaa1-86d94467-8cf4ccf8-3fc06da4-19b0cc98.mp3],CardType::Sentence
r-E<n)>4%.,Tom så træt ud.,Tom looked tired.,[ 80 21 432 58 ], [sound:googletts-a2b03630-7d251f53-7e11ef41-091be4ac-ca050d8b.mp3],CardType::Sentence
gHnXnm*9PP,Vi er hjemme i dag.,We are at home today.,[ 46 1 479 4 87 ], [sound:googletts-4a4c39c4-2970c65c-c65f133f-f7d637f5-81d298d8.mp3],CardType::Sentence
CnIEQY?[xJ,Han er god til at synge.,He is good at singing.,[ 23 1 84 8 3 536 ], [sound:googletts-597236a3-1338ff45-022b5e26-a45c0855-96de91b7.mp3],CardType::Sentence
QsVu[Fu2:h,Denne sang er let at lære.,This song is easy to learn.,[ 52 510 1 219 3 121 ], [sound:googletts-bb8e8d59-160b37ec-a264b5cd-f81eaa2c-9d646600.mp3],CardType::Sentence
NM`~4H;2T{,I dag er det koldt.,It's cold today.,[ 4 87 1 12 471 ], [sound:googletts-a5314a16-3ee05f11-6c136a7b-526abbb3-67dee227.mp3],CardType::Sentence
+I&^kaQ#$,Det er koldt i dag!,It's cold today!,[ 12 1 471 4 87 ], [sound:googletts-fcf8b182-f8c06616-1c76b461-7435ddac-6785b2ec.mp3],CardType::Sentence
eclGrzy-J2,Det er koldt i dag.,It is cold today.,[ 12 1 471 4 87 ], [sound:googletts-2610db64-133a4d32-23d501a3-00d34a87-c461bd8a.mp3],CardType::Sentence
b|H8FVrV?e,Jeg vil skrive en sætning på tysk.,I'm going to write a sentence in German.,[ 11 20 136 2 355 9 413 ], [sound:googletts-53c873d5-3e61fd05-313f11d5-7f5a8bf9-8d61b1d2.mp3],CardType::Sentence
hAFx?*PkCS,Det burde du have fortalt mig for længe siden.,You should have told me a long time ago.,[ 12 157 7 53 637 19 10 264 177 ], [sound:googletts-0ece5d7a-26e90de7-0c39e3c1-3e356914-383a6b53.mp3],CardType::Sentence
Nutk~osnKT,Kunne du tænke dig noget at drikke?,Would you like something to drink?,[ 42 7 497 31 41 3 251 ], [sound:googletts-ce80e348-e6edb815-63a2d9ce-7b469dd5-5747daab.mp3],CardType::Sentence
w*u~i!MQf{,I dag er det den første dag af resten af dit liv.,Today is the first day of the rest of your life.,[ 4 87 1 12 24 129 87 14 903 14 89 ], [sound:googletts-d96d32dd-a917a41b-749cae62-ddc7d11a-e7f0c4c9.mp3],CardType::Sentence
NhN-Q8x`Od,Min bror er god til at spille tennis.,My brother is good at playing tennis.,[ 25 187 1 84 8 3 253 545 ], [sound:googletts-bce673f7-9d601324-840ec08e-cac37c9e-4161707c.mp3],CardType::Sentence
"A3kI3Wx>9,",Han kan virkelig godt lide at rejse.,He really likes traveling a lot.,[ 23 13 208 78 33 3 551 ], [sound:googletts-65f4276d-4a1a0c8d-332f4c58-7a723b0f-9101c5e3.mp3],CardType::Sentence
q(rP8$Qz]b,Jeg kunne godt tænke mig en kop kaffe mere.,I'd like to have another cup of coffee.,[ 11 42 78 497 19 2 382 221 120 ], [sound:googletts-ac558b11-c4a07dee-08f0c0de-8f604d13-15a453cc.mp3],CardType::Sentence
MANV8a@]|d,Hvad venter du på?,What are you waiting for?,[ 38 399 7 9 ], [sound:googletts-a6578bff-b5fbad11-c04e5ae8-905d4f6e-eb45143e.mp3],CardType::Sentence
k?HoC[a]yP,I dag er det den første dag i resten af dit liv.,Today is the first day of the rest of your life.,[ 4 87 1 12 24 129 87 4 903 14 89 ], [sound:googletts-3c9d9c57-a201ffe4-ea43b11f-0d256c7f-79e1f1c7.mp3],CardType::Sentence
JvbP?LiB5b,Vil du køre mig hjem?,Will you drive me home?,[ 20 7 315 19 311 ], [sound:googletts-623513b2-596ebf8e-1626e245-33c1f214-52b50cd4.mp3],CardType::Sentence
Bnf*>is3N9,Jeg forstår ikke tysk.,I don't understand German.,[ 11 175 5 413 ], [sound:googletts-1e6830b1-05c93364-a84eec79-cc651aca-f014f5c8.mp3],CardType::Sentence
d/4^B;7MTD,Ikke alle bøger er gode bøger.,Not all books are good books.,[ 5 70 257 1 420 257 ], [sound:googletts-a649f180-e6629211-3d3266ef-455d210d-c69b736a.mp3],CardType::Sentence
xy}UU^M1d{,Jeg gjorde det ikke alene.,I didn't do it alone.,[ 11 112 12 5 483 ], [sound:googletts-255776df-4b1b9972-fa21f58e-aaf6c423-2b8bd79e.mp3],CardType::Sentence
DD:)0AflX0,Jeg vil gerne regne det her ud.,I'd like to work this out.,[ 11 20 189 574 12 50 58 ], [sound:googletts-0c02d7df-9129410f-5622976f-6592a508-d900661d.mp3],CardType::Sentence
BHm/e&XxKc,Har du været væk?,Have you been away?,[ 6 7 114 425 ], [sound:googletts-5f6cfa2a-7e0fd536-25c63273-1102ea48-e84bce8a.mp3],CardType::Sentence
r@`Ma)On/D,Ingen kan forstå mig.,Nobody can understand me.,[ 83 13 421 19 ], [sound:googletts-e4a8f696-fc5e139f-91e413fb-3d94c740-bd0c1c7d.mp3],CardType::Sentence
"Jputj/$I,(",Hunden løb efter katten.,The dog ran after the cat.,[ 592 341 105 429 ], [sound:googletts-aea17816-d2f4a9f5-c9dd2440-57378c0e-eb81fea4.mp3],CardType::Sentence
MFiGziYm%j,Du havde masser af tid.,You had plenty of time.,[ 7 60 500 14 153 ], [sound:googletts-381f55cb-8bcfaa90-0cc079a2-940bddea-dc08f706.mp3],CardType::Sentence
gIKY$Xp6Q6,Du vil aldrig være alene.,You'll never be alone.,[ 7 20 61 40 483 ], [sound:googletts-ec0fa495-d26e5734-fa28b277-26dc4538-ffd0d399.mp3],CardType::Sentence
LcrLZpzPA.,"Det var så sent som i går, at John fortalte mig om hans plan om at tage til Europa.",It was only yesterday that John told me about his plan to go to Europe.,[ 12 18 21 244 27 4 43 3 667 236 19 ], [sound:googletts-991a9497-53010606-fe33d7d3-e031113b-d4ea4634.mp3],CardType::Sentence
czX3b+tLyW,Af sted!,Let's go!,[ 14 303 ], [sound:googletts-ec061743-79e1a247-664e371b-f8b2c4ab-e24ca132.mp3],CardType::Sentence
sYHu:fPf-l,"Hun elskede hende, som jeg elskede hende.","She loved her, as I loved her.",[ 39 407 91 27 11 407 91 ], [sound:googletts-76bdaf97-0e747e42-8549963b-a1fc7ff6-3ad35074.mp3],CardType::Sentence
eF(=U]Bgu<,Alt sker af en grund.,Everything happens for a reason.,[ 118 361 14 2 334 ], [sound:googletts-b1db6a03-ddd2792e-1522d23f-afdd318e-b8339d33.mp3],CardType::Sentence
P?^eJ|3/=>,Hvor meget betalte du for den?,How much did you pay for that?,[ 93 29 557 7 10 24 ], [sound:googletts-340298bc-16095628-a4ec58df-c164c0bb-1e1b7312.mp3],CardType::Sentence
H3Sd_*qOj!,Hvem er ejer af denne bil?,Who is the owner of this car?,[ 218 1 547 14 52 152 ], [sound:googletts-809d83a9-5edd8df9-7dce541e-de3306f0-7b332cf6.mp3],CardType::Sentence
A0KR:P[<Ym,Jeg tog det billede for en uge siden.,I took that picture a week ago.,[ 11 55 12 293 10 2 517 177 ], [sound:googletts-8255c62b-8566646e-f6bb5f69-023a76c5-c87b86b3.mp3],CardType::Sentence
x74mPzgX?r,Hvorfor taler vi ikke sammen over en kop kaffe?,Why don't we talk over coffee?,[ 333 49 46 5 383 69 2 382 221 ], [sound:googletts-f871cd16-97a7f257-62ad1b84-cdac9b53-b2adc1c7.mp3],CardType::Sentence
fwL)vlPGp),Du drikker te.,You drink tea.,[ 7 184 424 ], [sound:googletts-9c13556b-d778f45b-823c8398-7269d1f2-12199e62.mp3],CardType::Sentence
H.u[1xci[c,"Ung som han er, kan han arbejde hele dagen lang.","Being young, he can work all day long.",[ 427 27 23 1 13 23 210 98 433 271 ], [sound:googletts-601956c9-afbfa3d1-9159b412-a4b3c8a3-24110749.mp3],CardType::Sentence
Bm4CF70)M>,Vi har masser af tid.,We have plenty of time.,[ 46 6 500 14 153 ], [sound:googletts-634d1482-0304e0c4-99b02993-5fa01ea9-fb283ef3.mp3],CardType::Sentence
H9n1W/lHIW,Hun er ikke hjemme nu.,She's not at home now.,[ 39 1 5 479 160 ], [sound:googletts-6fcfdee0-cebbda48-1b87fccb-9490f1c6-8f869772.mp3],CardType::Sentence
RivdeIT-UW,Tom bebrejder sig selv for hvad der skete med Mary.,Tom blames himself for what happened to Mary.,[ 80 639 48 255 10 38 28 277 17 75 ], [sound:googletts-91b3ef1e-7ce5ea06-079a457e-0b5de5b1-8234756a.mp3],CardType::Sentence
"i(,vo$+[^B",Hun er høj og smuk.,She's tall and beautiful.,[ 39 1 325 16 322 ], [sound:googletts-0ccfde65-74559a63-387dce7a-d9d4b79f-d9989100.mp3],CardType::Sentence
"j,-N3=Wh>_",Disse hunde er store.,These dogs are big.,[ 200 477 1 310 ], [sound:googletts-081b7c16-b9a97c07-59866556-82031e69-c15ed161.mp3],CardType::Sentence
r0xk}t3jDy,Hvordan kommer du til skolen?,How do you come to school?,[ 278 71 7 8 390 ], [sound:googletts-c4863a97-361419b2-d6f4c8cc-e2cc14a0-adad6c38.mp3],CardType::Sentence
J#ru?LORD8,Vi kan ikke dræbe Tom.,We can't kill Tom.,[ 46 13 5 494 80 ], [sound:googletts-10b2590a-e786dc1b-33ba65b7-3f9bd1af-edfe7b5f.mp3],CardType::Sentence
FiSG].cVPf,Tom laver ikke andet end at se fjernsyn.,All Tom does is watch TV.,[ 80 158 5 299 34 3 54 587 ], [sound:googletts-329e1d38-0038c4d1-497787f2-1c976726-867e3cda.mp3],CardType::Sentence
"rS}L,p*4F_","Er der nogen, der kan udtale dette ord?",Is there anyone who can pronounce this word?,[ 1 28 124 28 13 663 63 205 ], [sound:googletts-1a082282-d75b4c6c-c28f4b14-7bc299ca-a91ad141.mp3],CardType::Sentence
L.(ovq3V[0,Hvor læste du dem?,Where did you read them?,[ 93 482 7 171 ], [sound:googletts-3bbe9369-e476d6ef-c544e04e-58319068-d2087037.mp3],CardType::Sentence
c%)=0.pZ`a,Min ven slog op med sin kæreste og nu ønsker han at gå ud med mig.,My friend broke up with his girlfriend and now he wants to go out with me.,[ 25 209 344 68 17 32 692 16 160 56 23 ], [sound:googletts-809c49cf-404456e8-6c79237d-a79f7db1-c422d58e.mp3],CardType::Sentence
qw^i}k4V}<,Hvor gammel er jeres onkel?,How old is your uncle?,[ 93 150 1 235 540 ], [sound:googletts-67f84d02-20cdcde1-1037c052-6dd2157b-ab7059ba.mp3],CardType::Sentence
DLQx09/;WI,Hvor er det smukkeste sted i verden?,Where is the most beautiful place in the world?,[ 93 1 12 357 303 4 324 ], [sound:googletts-6051232e-537f5f04-222bfc25-6b2cf4db-bd1a8838.mp3],CardType::Sentence
P`[qI5cv=h,I de dage plejede jeg at stå op klokken seks hver morgen.,"In those days, I used to get up at six every morning.",[ 4 37 292 242 11 3 638 68 123 291 88 ], [sound:googletts-74373ce7-7a228337-a8afc940-f0b9b52e-c6f87c5a.mp3],CardType::Sentence
dB*:q91!]v,Vi blev født på samme dag.,We were born on the same day.,[ 46 35 468 9 283 87 ], [sound:googletts-7ee80a01-d9ec0e83-20a2107e-934a44a0-dc8f226c.mp3],CardType::Sentence
kn[;>>es+Y,Det er sikkert at han kommer.,It is certain that he will come.,[ 12 1 552 3 23 71 ], [sound:googletts-5a35b264-2cb2e2a8-665c67ed-d9b761d0-0036edbe.mp3],CardType::Sentence
Q@]=47;5.~,Tom kører på en cykel.,Tom is riding a bicycle.,[ 80 402 9 2 273 ], [sound:googletts-a823181f-293131b3-27a4ac52-69766b95-9fe5744c.mp3],CardType::Sentence
uo.S)A??JE,Var du hjemme i går?,Were you at home yesterday?,[ 18 7 479 4 43 ], [sound:googletts-278ef8b9-46f6d4bc-875a35a5-0f2ec89c-9fd79219.mp3],CardType::Sentence
NV#?9p`BD},Han kan godt lide at spille kort.,He likes to play cards.,[ 23 13 78 33 3 253 530 ], [sound:googletts-ad9458a1-d6835993-b720bfbe-2482df30-c51f97b3.mp3],CardType::Sentence
FB>]f-dub@,Tom fandt ud af at hans far ikke var hans rigtige far.,Tom found out his dad wasn't his real dad.,[ 80 227 58 14 3 72 142 5 18 72 868 ], [sound:googletts-f68d03b3-2690a9bd-4e5e86f3-4759eaa0-f0c7bf98.mp3],CardType::Sentence
IoN/XQ*=0m,Mange har lavet den samme fejl.,Many people have made the same mistake.,[ 51 6 164 24 283 504 ], [sound:googletts-381e0a8f-79ff9a06-40a9f925-16a8c0e8-39b7cc82.mp3],CardType::Sentence
GatPF_h6q9,Var I hjemme i går?,Were you at home yesterday?,[ 18 4 479 4 43 ], [sound:googletts-8fdac424-899f9956-e7fc80e3-4323ff07-918f0903.mp3],CardType::Sentence
"AVlH6$*U(,",Jeg vil gerne have mit eget værelse.,I would like to have a room of my own.,[ 11 20 189 53 360 422 ],[sound:googletts-059edfed-bfb4ceb0-b952554c-67293ef0-7b9b4c6e.mp3],CardType::Sentence
B1zEei2zWF,"Da jeg var ti år gammel, tænkte jeg, at når jeg blev seksten, ville mit liv blive cool.","When I was ten years old, I thought that when I would be sixteen, my life would be cool.",[ 95 11 18 183 92 150 928 11 3 139 11 ], [sound:googletts-691a40e2-e0565566-e18b7076-b4c6371f-bcb8533c.mp3],CardType::Sentence
